Step,train_acc1,train_loss,val_acc1,val_loss
100,99.14383562,0.557667669,94.79166667,0.256491954
101,98.80136986,0.561297965,93.75,0.285697719
102,98.80136986,0.554726664,97.56944444,0.212664672
103,98.54452055,0.567309344,96.875,0.226134562
104,98.97260274,0.552841079,96.52777778,0.232257232
105,99.05821918,0.557360304,94.09722222,0.289018556
106,98.97260274,0.552799694,96.52777778,0.210063469
107,99.48630137,0.545990964,98.61111111,0.166487368
108,98.97260274,0.557401242,94.44444444,0.248923591
109,98.63013699,0.554844438,82.63888889,0.596502463
110,99.05821918,0.55658466,89.23611111,0.43373863
111,98.20205479,0.569149619,94.79166667,0.251481759
112,98.71575342,0.55696781,92.70833333,0.320837253
113,98.97260274,0.554514876,96.18055556,0.251636317
114,99.31506849,0.547302655,96.18055556,0.222890038
115,99.48630137,0.542169101,96.52777778,0.212177534
116,99.48630137,0.5383769,96.18055556,0.224717914
117,98.97260274,0.549281659,94.79166667,0.263144021
118,99.57191781,0.542347954,96.875,0.223725648
119,99.05821918,0.542693224,92.01388889,0.358283785
120,99.14383562,0.546818468,95.48611111,0.231693005
121,99.40068493,0.543960084,95.48611111,0.224981691
122,99.74315068,0.539140804,94.44444444,0.252473094
123,98.80136986,0.547195924,95.83333333,0.209337052
124,99.22945205,0.544279688,94.79166667,0.240646265
125,99.22945205,0.543593283,97.22222222,0.192782066
126,99.82876712,0.536913507,96.52777778,0.224509791
127,99.22945205,0.540476209,97.22222222,0.196115411
128,99.22945205,0.542603659,95.83333333,0.218833537
129,99.65753425,0.538575497,96.52777778,0.212056869
130,99.91438356,0.530523906,95.83333333,0.204655873
131,99.91438356,0.529765974,95.83333333,0.206250824
132,99.74315068,0.530206879,95.83333333,0.236619381
133,99.22945205,0.543319728,96.18055556,0.224034531
134,99.48630137,0.535013697,96.875,0.215682434
135,99.82876712,0.532421254,96.18055556,0.219673245
136,99.74315068,0.532026155,95.83333333,0.244288918
137,99.57191781,0.532747703,94.79166667,0.258606287
138,99.82876712,0.527721404,96.18055556,0.219358055
139,99.91438356,0.524581239,96.18055556,0.225289208
140,99.82876712,0.529618887,96.52777778,0.214065231
141,99.82876712,0.530381976,97.22222222,0.203307087
142,99.74315068,0.532148093,95.48611111,0.227777104
143,99.74315068,0.527364922,96.875,0.209154771
144,99.74315068,0.526943866,96.52777778,0.203341714
145,100,0.524407751,96.52777778,0.233266193
146,99.74315068,0.52709486,96.52777778,0.218863967
147,99.91438356,0.525128082,96.875,0.216303417
148,99.82876712,0.525355446,96.52777778,0.207983498
149,99.91438356,0.523351223,97.22222222,0.209357599
150,99.65753425,0.531983643,95.48611111,0.260169564
151,99.91438356,0.52191665,96.52777778,0.233359038
152,99.82876712,0.526490114,96.875,0.208403018
153,99.82876712,0.523960982,96.875,0.204582319
154,99.82876712,0.524601473,96.18055556,0.221119457
155,99.82876712,0.523825763,96.52777778,0.222151445
156,99.74315068,0.525172976,96.875,0.211617625
157,100,0.523259489,97.56944444,0.197325842
158,100,0.520365009,96.52777778,0.213054754
159,99.91438356,0.52113969,96.52777778,0.213528032
