Step,train_loss,val_acc1,val_loss
143,3.071021197,73.37,1.192395147
144,3.058149252,73.352,1.197599234
145,3.043169599,73.462,1.182834086
146,3.037457331,74.086,1.15983415
147,3.030617763,73.976,1.172496268
148,3.017104147,73.824,1.164947152
149,3.005825218,74.052,1.199998972
150,2.993339808,73.824,1.138088671
151,2.983806706,74.432,1.165507076
152,2.976677081,74.424,1.170491071
153,2.953760901,74.494,1.183109497
154,2.945202706,74.758,1.151822886
155,2.944144669,74.672,1.101257061
156,2.926110415,75.268,1.090874734
157,2.918088284,75.21,1.113642642
158,2.908208639,75.188,1.094865145
159,2.902808506,75.372,1.108794314
160,2.883625593,75.326,1.136796097
161,2.872075985,75.868,1.0777359
162,2.863550803,75.834,1.091674598
163,2.847427363,75.794,1.149508201
164,2.853014739,76,1.090101225
165,2.82217087,76.226,1.149549016
166,2.814251509,76.358,1.065198232
167,2.805231109,76.312,1.062580334
168,2.794876718,76.402,1.085551395
169,2.773877165,76.544,1.071233392
170,2.781464626,76.618,1.077464239
171,2.76257689,77.053,1.033358274
172,2.758311801,77.013,1.064017301
173,2.749982291,76.797,1.065906991
174,2.734290731,77.103,1.0382966
175,2.722100415,77.177,1.073578022
176,2.703730963,77.069,1.101879532
177,2.702498591,77.415,1.042040843
178,2.691624923,77.397,1.028194741
179,2.678755521,77.612,1.008754215
180,2.673390267,77.432,1.075209385
181,2.66916503,77.752,1.015680339
182,2.666185124,77.698,1.010070022
183,2.653184134,77.971,1.037696105
184,2.66310267,78.039,1.003519975
185,2.642943041,77.931,1.062845927
186,2.630360708,77.925,1.086524627
187,2.629963044,78.117,0.990700699
188,2.61914175,78.103,1.002079293
189,2.619984322,78.185,1.007018946
190,2.613063612,78.181,1.013875063
191,2.60238068,78.439,1.016531912
192,2.596865528,78.221,1.025923907
193,2.596674654,78.281,1.052525095
194,2.597232331,78.361,1.015093762
195,2.594513983,78.436,0.973273537
196,2.586272004,78.399,0.990226962
197,2.587196649,78.449,0.989687729
198,2.574781717,78.479,1.025760072
199,2.578053746,78.602,1.019877471
