Step,train_loss,val_acc1,val_loss
115,3.703717785,63.7,1.645309637
116,3.693538214,64.152,1.607706554
117,3.689940752,64.232,1.597149432
118,3.677549695,64.284,1.599501167
119,3.679964564,64.314,1.593302743
120,3.663929564,64.69,1.578563657
121,3.644615255,65,1.577148304
122,3.645382095,65.116,1.574342832
123,3.640709132,65.44,1.539851001
124,3.623076125,65.19,1.564771734
125,3.61856373,65.454,1.541234484
126,3.609145116,66.274,1.492314809
127,3.609844322,65.682,1.535765968
128,3.606023472,66.164,1.517729058
129,3.590677079,66.432,1.530410711
130,3.584279713,66.542,1.505684326
131,3.564105576,66.466,1.550752115
132,3.556692587,66.442,1.526439523
133,3.545596257,67.052,1.455274786
134,3.537255724,67.014,1.477806517
135,3.526098482,67.522,1.464009714
136,3.517184899,67.24,1.501174682
137,3.506185742,67.434,1.471468486
138,3.500749213,67.704,1.466930331
139,3.490699876,67.836,1.43204624
140,3.487982759,67.92,1.438781481
141,3.467030827,68.398,1.39316575
142,3.46773605,67.99,1.41414769
143,3.454850485,68.318,1.42226776
144,3.448078381,68.478,1.423088782
145,3.428837958,68.54,1.411033884
146,3.423637764,68.894,1.395750136
147,3.421043488,68.92,1.408537402
148,3.40586915,69.126,1.400294489
149,3.39594543,69.714,1.360634269
150,3.377515627,69.766,1.349897518
151,3.371076284,69.408,1.340710226
152,3.368285716,69.606,1.359188932
153,3.344479849,69.936,1.334844956
154,3.334938799,70.164,1.319571156
155,3.332379253,70.386,1.305785985
156,3.316824464,70.015,1.35944502
157,3.30660891,70.681,1.308424907
158,3.295055932,71.006,1.319119851
159,3.29264969,70.881,1.328563501
160,3.272034837,71.308,1.265358617
161,3.269866604,71.086,1.302413301
162,3.254116458,71.582,1.263891493
163,3.237879536,71.943,1.237760389
164,3.228952411,71.619,1.262196756
165,3.222971246,72.371,1.233999008
166,3.214700748,72.43,1.244601743
167,3.192339391,72.429,1.249418395
168,3.191800654,72.41,1.262498011
169,3.17438141,72.503,1.243179971
170,3.15881469,72.65,1.240102552
171,3.147226302,73.027,1.225226692
172,3.14508283,72.692,1.236737272
173,3.136649648,73.14,1.223729269
174,3.117106977,73.111,1.242166108
175,3.10618905,73.362,1.2111177
176,3.102630843,73.626,1.170376409
177,3.093031477,73.739,1.214696406
178,3.076453336,73.971,1.167499809
179,3.068176376,73.884,1.194212976
180,3.064915912,74.045,1.182053232
181,3.053231291,74.341,1.140635383
182,3.049490133,74.186,1.161034766
183,3.03691977,74.295,1.161712475
184,3.020488303,74.682,1.144851233
185,3.02773351,74.486,1.163504104
186,3.012683817,74.919,1.122253334
187,3.007287574,74.826,1.144358876
188,2.996467645,74.815,1.171103919
189,2.993373296,75.027,1.156720418
190,2.989282875,74.928,1.151085668
191,2.988601175,75.118,1.127375572
192,2.968026879,75.028,1.169225608
193,2.9738676,74.781,1.216617708
194,2.974572713,75.228,1.106932147
195,2.955615653,75.426,1.145637588
196,2.966722911,75.145,1.136639367
197,2.974094817,75.046,1.129430003
198,2.963690654,75.271,1.137584846
199,2.957721596,75.211,1.124212524
