Step,train_loss,val_acc1,val_loss
238,2.251514057,78.41,1.0153
239,2.278201025,78.47,1.06870625
240,2.231954934,78.7,1.032415625
241,2.234927919,77.72,1.014723438
242,2.260030781,78.49,0.970339063
243,2.255247146,78.23,1.008073438
244,2.26458181,77.3,1.06739375
245,2.217063385,78.15,1.064634375
246,2.202561846,78.08,1.008179688
247,2.212559945,78.43,1.060309375
248,2.223347444,79.06,1.003909375
249,2.210529987,78.34,0.9736875
250,2.195916973,79.23,0.99138125
251,2.186892274,78.85,0.940595313
252,2.235426023,78.52,1.027117188
253,2.182521219,78.19,1.031048438
254,2.195574752,78.36,1.035085938
255,2.20776751,78.95,1.008971875
256,2.212297833,78.03,1.06765
257,2.17722516,79.17,0.976499219
258,2.238340776,79.21,0.9930375
259,2.197495322,78.52,1.019596094
260,2.151148736,79.31,0.980704688
261,2.183656609,79.19,0.960323438
262,2.163582305,79,0.982975
263,2.16490108,79.61,0.984357813
264,2.161857716,78.7,0.953135156
265,2.172115317,79.22,1.058428906
266,2.192773215,79.22,1.024592188
267,2.187993115,79.47,1.011434375
268,2.162769971,79.44,1.00254375
269,2.201915979,78.62,1.029885156
270,2.149871357,79.48,0.946307813
271,2.155049726,79.48,0.998029688
272,2.167152748,79.3,0.98265
273,2.18646031,79.58,0.980941406
274,2.151226776,79.63,0.98116875
275,2.15511056,79.5,0.98931875
276,2.164427391,79.76,1.018932813
277,2.154408082,79.28,0.966432813
278,2.13318148,79.97,0.965815625
279,2.150764501,79.21,1.00314375
280,2.199947818,79.92,0.969432813
281,2.10631391,79.31,1.037173438
282,2.108482891,79.43,0.993053906
283,2.117585743,79.62,0.948119531
284,2.153406724,78.83,1.023820313
285,2.113878098,80.17,0.95225625
286,2.144047176,79.23,1.037403125
287,2.130011384,79.99,0.966025781
288,2.120070048,80.02,0.969265625
289,2.093813302,80.16,0.979460938
290,2.084053825,79.98,0.933046875
291,2.10206694,79.43,1.031240625
292,2.115840269,79.88,0.959804688
293,2.073890231,79.05,1.003192188
294,2.113907783,80.02,1.006973438
295,2.047636676,80.24,0.961325
296,2.056204302,80.59,0.957614063
297,2.07892583,80.01,0.971651563
298,2.058268359,80.03,1.010460156
299,2.05941162,80.15,0.940258594
300,2.069608863,80.52,0.966892188
301,2.105568349,80.53,0.953613281
302,2.077199094,80.62,0.989228125
303,2.069912757,80.43,0.946622656
304,2.088537002,80.28,0.972955469
305,2.057781286,80.79,0.924638281
306,2.078004736,80.66,0.990558594
307,2.015414934,80.87,0.981642188
308,2.063034503,79.85,1.03865625
309,2.071149651,80.68,0.929128906
310,2.078691522,80.52,0.968407813
311,2.03580961,80.46,0.956170313
312,2.031882485,80.97,0.99288125
313,2.059060241,80.92,0.916542969
314,2.007404825,80.83,0.954861719
315,2.067465754,80.62,0.94870625
316,2.034717212,80.93,0.923725
317,2.015847572,81.08,0.894425
318,2.043496557,80.77,0.952239844
319,2.043386524,81.08,0.918900781
320,2.042064302,80.71,0.949642188
321,1.975137547,80.97,0.918870313
322,1.962625125,80.99,0.943804688
323,1.996635561,80.89,0.988142188
324,1.994979251,81.06,0.932367188
325,1.961047725,81.3,0.903873438
326,2.016065318,81.18,0.919678125
327,2.000370643,81.43,0.93476875
328,2.019623002,81.12,0.974589063
329,1.965929464,80.77,0.990025
330,1.994200591,80.87,0.953669531
331,1.961752222,81.69,0.950267188
332,1.999415606,80.38,0.99735
333,1.978934191,81.08,0.954558594
334,1.997303879,81.25,0.970719531
335,1.974561188,81.07,0.931239063
336,1.970782436,81.37,0.90544375
337,1.979055521,81.33,0.96848125
338,2.001492953,81.71,0.958067969
339,1.999519595,80.87,1.001796875
340,1.998573574,81.34,0.944979688
341,1.953281598,81.74,0.958738281
342,1.940429295,81.33,1.00734375
343,1.948431757,81.57,0.9320875
344,1.933455623,81.71,0.917775
345,1.968639988,81.67,0.963154688
346,1.974411958,81.43,0.972457813
347,1.940476408,81.61,0.967632813
348,1.950403333,81.64,0.932938281
349,1.92903096,82.03,0.959930469
350,1.951476981,81.66,0.93395625
351,1.926715305,81.35,0.9661
352,1.938643165,81.79,0.926983594
353,1.915450162,82.37,0.910879688
354,1.942950449,80.88,0.993389063
355,1.966000346,81.8,0.939491406
356,1.949694974,81.64,0.982604688
357,1.942589464,81.64,0.913710938
358,1.922371312,82.06,0.934449219
359,1.942707003,82.06,0.9491875
360,1.92497131,81.83,0.9516
361,1.902122194,81.88,0.913055469
362,1.931755183,82.08,0.954325
363,1.958164655,81.86,0.943724219
364,1.950719576,82.13,0.939303906
365,1.938928074,82.13,0.972801563
366,1.935396768,82.06,0.939089063
367,1.898558655,81.81,0.949626563
368,1.914362713,82.1,0.9295125
369,1.872859187,82.14,0.953491406
370,1.884680374,82.08,0.918665625
371,1.952038892,82.46,0.972165625
372,1.923534364,82,0.923953906
373,1.902513628,82.65,0.883377344
374,1.854755744,82.04,0.950063281
375,1.87541357,82.22,0.933125781
376,1.934026391,82.1,0.957525781
377,1.901632807,82.06,0.900697656
378,1.90357324,82.25,0.923276563
379,1.895785889,82.2,0.925608594
380,1.89289775,81.19,1.000285938
381,1.884570958,82.17,0.930020313
382,1.889064928,82.49,0.9472125
383,1.910634961,82.22,0.902704688
384,1.878723945,82.39,0.944597656
385,1.867656939,81.91,0.924560156
386,1.889121747,82.24,0.941897656
387,1.914255117,82.29,0.964344531
388,1.903820701,82.35,0.90728125
389,1.893107227,81.98,0.945227344
390,1.909911369,82.27,0.907179688
391,1.84376988,82.47,0.921057031
392,1.864683918,82.39,0.932732031
393,1.924104948,82.04,0.933114844
394,1.914069554,82.22,0.944860938
395,1.905405595,82.31,0.888299219
396,1.891751571,81.95,0.968013281
397,1.888843283,82.57,0.886382031
398,1.90630977,82.37,0.947209375
399,1.871583739,82.33,0.942801563
400,1.915164031,82.35,0.914446094
401,1.872057264,82.12,0.966267969
402,1.896287624,82.27,0.929728125
403,1.877240348,82.26,0.91434375
404,1.888939182,82.34,0.95329375
405,1.888658901,82.5,0.930436719
406,1.884842173,82.44,0.934085938
407,1.887932149,82.39,0.93056875
408,1.864933494,82.19,0.936559375
409,1.886840259,82.44,0.884559375
